,action_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,game_date,matchup,opponent,shot_id,time_remaining
11327,0,105,224,3,4,0,10,33,24,0.0,3,3,3808,1,19,11328,213
11328,6,0,0,0,4,0,10,55,0,1.0,4,1,3808,1,19,11329,55
11329,0,-138,210,0,4,0,10,4,25,1.0,2,3,3808,1,19,11330,4
11332,8,62,135,2,1,0,10,59,14,1.0,4,2,3809,0,6,11333,179
11333,15,0,0,1,1,0,10,41,0,0.0,4,1,3809,0,6,11334,101
11334,0,204,130,1,1,0,10,33,24,1.0,3,3,3809,0,6,11335,93
11335,4,0,0,0,1,0,10,57,0,1.0,4,1,3809,0,6,11336,57
11337,0,-97,135,11,2,0,10,32,16,1.0,2,0,3809,0,6,11338,692
11338,0,-191,114,10,2,0,10,56,22,0.0,1,0,3809,0,6,11339,656
11339,0,148,127,9,2,0,10,21,19,0.0,3,0,3809,0,6,11340,561
11340,0,117,125,8,2,0,10,47,17,0.0,3,0,3809,0,6,11341,527
11341,2,0,0,6,2,0,10,30,0,0.0,4,1,3809,0,6,11342,390
11343,0,182,-18,8,3,0,10,38,18,0.0,0,0,3809,0,6,11344,518
11344,0,110,155,4,3,0,10,46,19,1.0,3,0,3809,0,6,11345,286
11345,0,227,18,3,3,0,10,40,22,0.0,0,4,3809,0,6,11346,220
11348,0,47,102,0,3,0,10,38,11,1.0,4,2,3809,0,6,11349,38
11349,0,103,137,11,4,0,10,46,17,0.0,3,0,3809,0,6,11350,706
11350,0,-136,130,8,4,0,10,19,18,1.0,2,0,3809,0,6,11351,499
11351,0,177,145,7,4,0,10,45,22,0.0,3,0,3809,0,6,11352,465
11352,4,0,0,7,4,0,10,36,0,0.0,4,1,3809,0,6,11353,456
11353,4,0,0,7,4,0,10,10,0,0.0,4,1,3809,0,6,11354,430
11355,0,75,184,6,4,0,10,18,19,0.0,3,0,3809,0,6,11356,378
11356,0,172,49,5,4,0,10,9,17,1.0,0,0,3809,0,6,11357,309
11357,0,194,-13,3,4,0,10,26,19,0.0,0,0,3809,0,6,11358,206
11358,0,154,140,3,4,0,10,16,20,0.0,3,0,3809,0,6,11359,196
11359,3,-212,169,0,4,0,10,2,27,0.0,2,3,3809,0,6,11360,2
11360,1,0,0,9,1,0,10,17,0,1.0,4,1,3812,1,3,11361,557
11361,12,0,0,7,1,0,10,27,0,1.0,4,1,3812,1,3,11362,447
11362,25,-97,26,6,1,0,10,19,10,1.0,1,0,3812,1,3,11363,379
11363,0,-146,12,5,1,0,10,46,14,0.0,1,0,3812,1,3,11364,346
11364,4,0,0,1,1,0,10,12,0,1.0,4,1,3812,1,3,11365,72
11365,0,-77,145,0,1,0,10,37,16,1.0,2,0,3812,1,3,11366,37
11366,0,85,158,11,2,0,10,13,17,0.0,3,0,3812,1,3,11367,673
11369,0,-115,164,5,2,0,10,45,20,0.0,2,0,3812,1,3,11370,345
11371,0,-172,-9,4,2,0,10,32,17,1.0,1,0,3812,1,3,11372,272
11372,2,0,0,3,2,0,10,58,0,0.0,4,1,3812,1,3,11373,238
11373,7,0,0,3,2,0,10,9,0,1.0,4,1,3812,1,3,11374,189
11374,0,-89,150,1,2,0,10,19,17,0.0,2,0,3812,1,3,11375,79
11375,8,-71,99,0,2,0,10,55,12,1.0,1,2,3812,1,3,11376,55
11376,0,-169,0,0,2,0,10,28,16,1.0,1,0,3812,1,3,11377,28
11378,0,-169,3,9,3,0,10,2,16,0.0,1,0,3812,1,3,11379,542
11379,2,0,0,8,3,0,10,46,0,1.0,4,1,3812,1,3,11380,526
11380,0,164,189,8,3,0,10,26,25,1.0,3,3,3812,1,3,11381,506
11381,0,-138,215,7,3,0,10,40,25,0.0,2,3,3812,1,3,11382,460
11382,0,-95,183,5,3,0,10,11,20,0.0,2,0,3812,1,3,11383,311
11384,0,166,-8,1,3,0,10,1,16,0.0,0,0,3812,1,3,11385,61
11385,0,-209,91,11,4,0,10,18,22,1.0,1,0,3812,1,3,11386,678
11387,0,136,215,10,4,0,10,18,25,0.0,3,3,3812,1,3,11388,618
11388,0,-192,104,7,4,0,10,31,21,0.0,1,0,3812,1,3,11389,451
11389,0,115,146,5,4,0,10,22,18,0.0,3,0,3812,1,3,11390,322
11390,8,176,20,2,4,0,10,11,17,0.0,0,0,3812,1,3,11391,131
11391,3,-11,66,1,4,0,10,53,6,0.0,4,2,3812,1,3,11392,113
11393,8,-136,130,10,1,0,10,41,18,1.0,2,0,3813,0,19,11394,641
11394,0,-184,58,10,1,0,10,15,19,0.0,1,0,3813,0,19,11395,615
11395,2,0,0,8,1,0,10,15,0,0.0,4,1,3813,0,19,11396,495
11396,2,0,0,7,1,0,10,36,0,0.0,4,1,3813,0,19,11397,456
11397,0,-125,160,6,1,0,10,6,20,0.0,2,0,3813,0,19,11398,366
11399,3,-2,77,5,1,0,10,9,7,1.0,4,2,3813,0,19,11400,309
11400,0,179,214,4,1,0,10,44,27,0.0,3,3,3813,0,19,11401,284
11401,0,-2,72,2,1,0,10,59,7,0.0,4,2,3813,0,19,11402,179
11402,0,-195,192,0,1,0,10,11,27,1.0,2,3,3813,0,19,11403,11
11403,0,6,393,0,1,0,10,0,39,0.0,4,3,3813,0,19,11404,0
11404,0,-97,156,11,2,0,10,15,18,0.0,2,0,3813,0,19,11405,675
11405,0,20,117,3,2,0,10,48,11,0.0,4,2,3813,0,19,11406,228
11406,5,0,0,0,2,0,10,45,0,0.0,4,1,3813,0,19,11407,45
11407,2,0,0,0,2,0,10,43,0,1.0,4,1,3813,0,19,11408,43
11408,0,-200,158,8,3,0,10,17,25,0.0,2,3,3813,0,19,11409,497
11409,0,13,171,5,3,0,10,40,17,0.0,4,0,3813,0,19,11410,340
11410,0,-123,125,5,3,0,10,3,17,0.0,2,0,3813,0,19,11411,303
11412,0,163,77,8,4,0,10,9,18,0.0,0,0,3813,0,19,11413,489
11413,0,159,56,5,4,0,10,53,16,1.0,0,0,3813,0,19,11414,353
11414,0,138,91,4,4,0,10,36,16,0.0,0,0,3813,0,19,11415,276
11415,0,10,110,4,4,0,10,18,11,1.0,4,2,3813,0,19,11416,258
11416,0,200,174,0,4,0,10,36,26,0.0,3,3,3813,0,19,11417,36
11417,0,186,173,0,4,0,10,27,25,0.0,3,3,3813,0,19,11418,27
11418,0,-145,104,0,4,0,10,5,17,0.0,1,0,3813,0,19,11419,5
11419,0,118,173,11,1,0,10,12,20,1.0,3,0,3815,1,12,11420,672
11420,0,-153,219,9,1,0,10,24,26,0.0,2,3,3815,1,12,11421,564
11421,8,98,-3,8,1,0,10,52,9,1.0,0,0,3815,1,12,11422,532
11422,5,0,0,7,1,0,10,40,0,1.0,4,1,3815,1,12,11423,460
11423,2,0,0,5,1,0,10,42,0,1.0,4,1,3815,1,12,11424,342
11424,0,-5,181,3,1,0,10,35,18,0.0,4,0,3815,1,12,11425,215
11425,15,0,0,1,1,0,10,6,0,1.0,4,1,3815,1,12,11426,66
11426,0,107,91,2,2,0,10,33,14,1.0,0,0,3815,1,12,11427,153
11427,25,-84,15,1,2,0,10,58,8,1.0,1,0,3815,1,12,11428,118
11428,0,158,224,0,2,0,10,33,27,0.0,3,3,3815,1,12,11429,33
11429,2,0,0,8,3,0,10,27,0,0.0,4,1,3815,1,12,11430,507
11432,4,0,0,6,3,0,10,38,0,1.0,4,1,3815,1,12,11433,398
11433,4,0,0,6,3,0,10,4,0,1.0,4,1,3815,1,12,11434,364
11434,0,-28,117,5,3,0,10,28,12,1.0,4,2,3815,1,12,11435,328
11435,0,-138,148,0,3,0,10,59,20,1.0,2,0,3815,1,12,11436,59
11436,3,-18,33,0,3,0,10,37,3,1.0,4,1,3815,1,12,11437,37
11437,0,151,61,0,3,0,10,1,16,1.0,0,0,3815,1,12,11438,1
11438,15,0,0,8,4,0,10,19,0,0.0,4,1,3815,1,12,11439,499
11439,0,-136,133,6,4,0,10,34,19,0.0,2,0,3815,1,12,11440,394
11440,0,-128,232,5,4,0,10,16,26,1.0,2,3,3815,1,12,11441,316
11441,18,110,0,3,4,0,10,54,11,1.0,0,0,3815,1,12,11442,234
11442,0,-8,270,2,4,0,10,0,27,0.0,4,3,3815,1,12,11443,120
11444,0,-134,157,11,1,0,10,5,20,0.0,2,0,3818,0,7,11445,665
11445,0,-164,186,11,1,0,10,1,24,0.0,2,3,3818,0,7,11446,661
11446,1,0,0,10,1,0,10,14,0,1.0,4,1,3818,0,7,11447,614
11447,12,0,0,9,1,0,10,11,0,1.0,4,1,3818,0,7,11448,551
11448,0,-3,179,6,1,0,10,7,17,1.0,4,0,3818,0,7,11449,367
11451,2,0,0,0,1,0,10,7,0,0.0,4,1,3818,0,7,11452,7
11452,18,10,179,3,2,0,10,51,17,1.0,4,0,3818,0,7,11453,231
11453,2,0,0,1,2,0,10,2,0,1.0,4,1,3818,0,7,11454,62
11454,0,0,77,10,3,0,10,27,7,0.0,4,2,3818,0,7,11455,627
11455,5,0,0,9,3,0,10,7,0,1.0,4,1,3818,0,7,11456,547
11456,2,0,0,8,3,0,10,21,0,1.0,4,1,3818,0,7,11457,501
11457,0,186,120,5,3,0,10,19,22,1.0,0,0,3818,0,7,11458,319
11458,25,128,72,2,3,0,10,33,14,1.0,0,0,3818,0,7,11459,153
11459,0,167,610,0,3,0,10,0,63,0.0,5,5,3818,0,7,11460,0
11460,8,120,8,3,4,0,10,49,12,0.0,0,0,3818,0,7,11461,229
11461,0,97,7,2,4,0,10,43,9,0.0,0,0,3818,0,7,11462,163
11462,5,0,0,1,4,0,10,22,0,1.0,4,1,3818,0,7,11463,82
11463,0,54,209,11,1,0,11,29,21,0.0,4,0,4013,1,4,11464,689
11464,2,0,0,9,1,0,11,19,0,0.0,4,1,4013,1,4,11465,559
11465,2,0,0,9,1,0,11,1,0,1.0,4,1,4013,1,4,11466,541
11466,0,51,201,7,1,0,11,56,20,1.0,4,0,4013,1,4,11467,476
11467,0,121,237,6,1,0,11,6,26,0.0,3,3,4013,1,4,11468,366
11468,0,-49,30,5,1,0,11,32,5,0.0,4,2,4013,1,4,11469,332
11469,0,105,164,3,1,0,11,27,19,0.0,3,0,4013,1,4,11470,207
11470,0,135,173,0,1,0,11,37,21,1.0,3,0,4013,1,4,11471,37
11471,29,0,0,0,1,0,11,3,0,1.0,4,1,4013,1,4,11472,3
11472,0,146,71,11,2,0,11,29,16,0.0,0,0,4013,1,4,11473,689
11473,2,0,0,10,2,0,11,4,0,0.0,4,1,4013,1,4,11474,604
11474,0,80,17,9,2,0,11,32,8,1.0,0,2,4013,1,4,11475,572
11476,2,0,0,2,2,0,11,52,0,0.0,4,1,4013,1,4,11477,172
11477,5,0,0,1,2,0,11,0,0,1.0,4,1,4013,1,4,11478,60
11478,2,0,0,0,2,0,11,2,0,0.0,4,1,4013,1,4,11479,2
11479,0,-66,169,10,3,0,11,53,18,0.0,2,0,4013,1,4,11480,653
11480,0,-82,140,9,3,0,11,25,16,0.0,2,0,4013,1,4,11481,565
11481,16,0,0,8,3,0,11,50,0,1.0,4,1,4013,1,4,11482,530
11482,2,0,0,7,3,0,11,59,0,0.0,4,1,4013,1,4,11483,479
11483,0,79,125,6,3,0,11,57,14,0.0,0,2,4013,1,4,11484,417
11484,18,75,30,5,3,0,11,15,8,1.0,0,2,4013,1,4,11485,315
11485,18,-153,122,1,3,0,11,41,19,1.0,2,0,4013,1,4,11486,101
11486,0,-118,169,1,3,0,11,2,20,0.0,2,0,4013,1,4,11487,62
11488,2,-21,20,9,4,0,11,0,2,0.0,4,1,4013,1,4,11489,540
11489,3,-34,26,8,4,0,11,15,4,0.0,4,2,4013,1,4,11490,495
11490,0,34,151,7,4,0,11,19,15,1.0,4,0,4013,1,4,11491,439
11491,0,146,224,1,4,0,11,57,26,0.0,3,3,4013,1,4,11492,117
11492,16,0,0,1,4,0,11,32,0,1.0,4,1,4013,1,4,11493,92
11493,0,24,268,1,4,0,11,20,26,1.0,4,3,4013,1,4,11494,80
11495,0,-79,196,10,1,0,11,13,21,0.0,2,0,4016,0,19,11496,613
11496,2,0,0,9,1,0,11,25,0,0.0,4,1,4016,0,19,11497,565
11497,0,128,153,5,1,0,11,41,19,1.0,3,0,4016,0,19,11498,341
11498,0,-123,215,4,1,0,11,33,24,1.0,2,3,4016,0,19,11499,273
11499,0,121,179,4,1,0,11,17,21,1.0,3,0,4016,0,19,11500,257
11500,0,92,140,5,2,0,11,0,16,1.0,3,0,4016,0,19,11501,300
11501,2,0,0,3,2,0,11,45,0,0.0,4,1,4016,0,19,11502,225
11502,0,-71,43,3,2,0,11,42,8,0.0,1,2,4016,0,19,11503,222
11503,0,156,153,3,2,0,11,16,21,0.0,3,0,4016,0,19,11504,196
11505,0,148,53,1,2,0,11,5,15,0.0,0,0,4016,0,19,11506,65
11506,0,-172,181,0,2,0,11,0,24,0.0,2,3,4016,0,19,11507,0
11508,0,154,192,9,3,0,11,48,24,0.0,3,3,4016,0,19,11509,588
11509,2,0,0,5,3,0,11,1,0,1.0,4,1,4016,0,19,11510,301
11510,0,0,215,11,1,0,11,10,21,0.0,4,0,4018,1,1,11511,670
11511,0,47,169,8,1,0,11,17,17,1.0,4,0,4018,1,1,11512,497
11512,16,0,0,2,1,0,11,53,0,1.0,4,1,4018,1,1,11513,173
11513,0,84,143,1,1,0,11,44,16,1.0,3,0,4018,1,1,11514,104
11514,0,-126,161,8,2,0,11,12,20,0.0,2,0,4018,1,1,11515,492
11515,25,-62,59,7,2,0,11,8,8,1.0,1,2,4018,1,1,11516,428
11516,0,69,194,4,2,0,11,41,20,0.0,3,0,4018,1,1,11517,281
11518,2,0,0,2,2,0,11,2,0,1.0,4,1,4018,1,1,11519,122
11519,2,0,0,1,2,0,11,14,0,1.0,4,1,4018,1,1,11520,74
11520,2,0,0,0,2,0,11,48,0,0.0,4,1,4018,1,1,11521,48
11522,16,0,0,8,3,0,11,27,0,1.0,4,1,4018,1,1,11523,507
11524,0,-140,174,4,3,0,11,51,22,1.0,2,0,4018,1,1,11525,291
11525,0,128,227,3,3,0,11,25,26,1.0,3,3,4018,1,1,11526,205
11526,0,-97,158,8,4,0,11,13,18,1.0,2,0,4018,1,1,11527,493
11527,0,69,145,4,4,0,11,30,16,1.0,3,0,4018,1,1,11528,270
11528,30,0,0,3,4,0,11,42,0,1.0,4,1,4018,1,1,11529,222
11529,0,98,194,3,1,0,11,27,21,1.0,3,0,4020,1,29,11530,207
11530,0,74,74,2,1,0,11,25,10,1.0,0,2,4020,1,29,11531,145
11531,0,-138,220,0,1,0,11,25,25,0.0,2,3,4020,1,29,11532,25
11533,2,0,0,5,2,0,11,48,0,1.0,4,1,4020,1,29,11534,348
11534,0,-200,45,5,2,0,11,12,20,1.0,1,0,4020,1,29,11535,312
11535,0,36,97,2,2,0,11,42,10,0.0,4,2,4020,1,29,11536,162
11536,0,108,161,11,3,0,11,16,19,0.0,3,0,4020,1,29,11537,676
11537,8,108,10,10,3,0,11,23,10,1.0,0,0,4020,1,29,11538,623
11538,2,0,0,8,3,0,11,29,0,1.0,4,1,4020,1,29,11539,509
11539,0,-11,45,6,3,0,11,25,4,0.0,4,2,4020,1,29,11540,385
11540,0,136,214,3,3,0,11,36,25,1.0,3,3,4020,1,29,11541,216
11541,5,0,0,2,3,0,11,35,0,1.0,4,1,4020,1,29,11542,155
11542,0,-217,132,2,3,0,11,3,25,0.0,2,3,4020,1,29,11543,123
11543,0,125,215,4,4,0,11,59,24,1.0,3,3,4020,1,29,11544,299
11544,0,161,191,4,4,0,11,25,24,0.0,3,3,4020,1,29,11545,265
11545,0,-215,141,2,4,0,11,54,25,0.0,2,3,4020,1,29,11546,174
11546,4,0,0,2,4,0,11,23,0,0.0,4,1,4020,1,29,11547,143
11547,4,21,7,0,4,0,11,55,2,1.0,4,1,4020,1,29,11548,55
11549,2,0,0,10,1,0,11,52,0,0.0,4,1,4023,1,10,11550,652
11551,0,-56,263,8,1,0,11,48,26,0.0,4,3,4023,1,10,11552,528
11552,2,0,0,7,1,0,11,2,0,0.0,4,1,4023,1,10,11553,422
11553,18,92,164,5,1,0,11,24,18,1.0,3,0,4023,1,10,11554,324
11554,7,0,0,3,1,0,11,45,0,1.0,4,1,4023,1,10,11555,225
11555,13,0,0,2,1,0,11,12,0,1.0,4,1,4023,1,10,11556,132
11556,0,20,68,0,1,0,11,58,7,0.0,4,2,4023,1,10,11557,58
11557,0,154,207,0,1,0,11,41,25,1.0,3,3,4023,1,10,11558,41
11558,0,-103,217,4,2,0,11,4,24,0.0,2,3,4023,1,10,11559,244
11560,2,0,0,9,3,0,11,51,0,1.0,4,1,4023,1,10,11561,591
11561,0,105,230,4,3,0,11,7,25,1.0,3,3,4023,1,10,11562,247
11563,0,-131,237,9,4,0,11,19,27,0.0,2,3,4023,1,10,11564,559
11565,0,-164,128,6,4,0,11,5,20,0.0,2,0,4023,1,10,11566,365
11567,0,-6,266,0,4,0,11,16,26,1.0,4,3,4023,1,10,11568,16
11569,2,-10,5,10,1,0,11,18,1,1.0,4,1,4027,0,5,11570,618
11570,0,-8,214,7,1,0,11,45,21,0.0,4,0,4027,0,5,11571,465
11571,12,0,2,4,1,0,11,37,0,1.0,4,1,4027,0,5,11572,277
11572,0,-182,171,1,1,0,11,59,24,0.0,2,3,4027,0,5,11573,119
11573,13,-23,12,7,2,0,11,3,2,0.0,4,1,4027,0,5,11574,423
11574,0,-43,243,2,2,0,11,20,24,0.0,4,3,4027,0,5,11575,140
11575,0,-110,130,11,3,0,11,26,17,1.0,2,0,4027,0,5,11576,686
11576,0,90,184,10,3,0,11,54,20,0.0,3,0,4027,0,5,11577,654
11577,0,210,130,8,3,0,11,23,24,0.0,3,3,4027,0,5,11578,503
11578,0,174,127,5,3,0,11,5,21,0.0,3,0,4027,0,5,11579,305
11579,0,108,161,11,4,0,11,11,19,1.0,3,0,4027,0,5,11580,671
11580,0,84,242,10,4,0,11,45,25,0.0,3,3,4027,0,5,11581,645
11581,0,39,196,10,4,0,11,15,19,1.0,4,0,4027,0,5,11582,615
11582,18,103,48,8,4,0,11,56,11,0.0,0,0,4027,0,5,11583,536
11583,12,6,10,6,4,0,11,29,1,1.0,4,1,4027,0,5,11584,389
11584,31,-71,17,5,4,0,11,6,7,1.0,4,2,4027,0,5,11585,306
11585,0,-214,128,4,4,0,11,48,24,0.0,2,3,4027,0,5,11586,288
11586,0,-82,206,3,4,0,11,58,22,1.0,2,0,4027,0,5,11587,238
11587,0,158,82,11,1,0,11,43,17,0.0,0,0,4028,0,4,11588,703
11588,0,36,46,11,1,0,11,14,5,0.0,4,2,4028,0,4,11589,674
11589,2,0,0,8,1,0,11,11,0,0.0,4,1,4028,0,4,11590,491
11590,0,-38,164,5,1,0,11,1,16,0.0,4,0,4028,0,4,11591,301
11591,0,-107,201,3,1,0,11,32,22,0.0,2,0,4028,0,4,11592,212
11592,0,192,164,1,1,0,11,3,25,1.0,3,3,4028,0,4,11593,63
11593,0,174,179,0,1,0,11,0,24,0.0,3,3,4028,0,4,11594,0
11594,0,49,181,5,2,0,11,40,18,1.0,4,0,4028,0,4,11595,340
11595,0,67,176,5,2,0,11,19,18,1.0,3,0,4028,0,4,11596,319
11596,32,143,69,4,2,0,11,33,15,1.0,0,0,4028,0,4,11597,273
11598,0,177,145,2,2,0,11,2,22,1.0,3,0,4028,0,4,11599,122
11599,0,202,192,1,2,0,11,28,27,0.0,3,3,4028,0,4,11600,88
11600,0,-130,220,0,2,0,11,15,25,1.0,2,3,4028,0,4,11601,15
11601,0,120,237,0,2,0,11,0,26,0.0,3,3,4028,0,4,11602,0
11602,5,0,0,10,3,0,11,45,0,0.0,4,1,4028,0,4,11603,645
11604,18,49,120,7,3,0,11,1,12,0.0,4,2,4028,0,4,11605,421
11605,0,205,110,2,3,0,11,52,23,0.0,0,0,4028,0,4,11606,172
11606,18,-153,153,7,4,0,11,36,21,1.0,2,0,4028,0,4,11607,456
11607,0,-149,130,4,4,0,11,51,19,1.0,2,0,4028,0,4,11608,291
11608,0,71,209,3,4,0,11,57,22,0.0,3,0,4028,0,4,11609,237
11609,18,141,132,1,4,0,11,47,19,1.0,3,0,4028,0,4,11610,107
11611,0,-61,89,7,1,0,11,7,10,0.0,1,2,4030,1,15,11612,427
11612,0,90,186,2,1,0,11,53,20,0.0,3,0,4030,1,15,11613,173
11613,33,-16,20,5,2,0,11,54,2,1.0,4,1,4030,1,15,11614,354
11614,0,-20,128,3,2,0,11,55,12,0.0,4,2,4030,1,15,11615,235
11615,0,-103,156,3,2,0,11,35,18,0.0,2,0,4030,1,15,11616,215
11617,0,-112,237,1,2,0,11,19,26,0.0,2,3,4030,1,15,11618,79
11618,0,118,164,11,3,0,11,26,20,0.0,3,0,4030,1,15,11619,686
11619,0,108,150,10,3,0,11,59,18,0.0,3,0,4030,1,15,11620,659
11620,0,-100,184,4,3,0,11,7,20,1.0,2,0,4030,1,15,11621,247
11621,0,80,160,3,3,0,11,44,17,0.0,3,0,4030,1,15,11622,224
11622,0,159,201,1,3,0,11,28,25,0.0,3,3,4030,1,15,11623,88
11623,2,0,0,1,3,0,11,5,0,0.0,4,1,4030,1,15,11624,65
11624,0,-48,252,5,4,0,11,37,25,1.0,4,3,4030,1,15,11625,337
11626,0,54,260,1,4,0,11,42,26,1.0,4,3,4030,1,15,11627,102
11627,4,-6,15,0,4,0,11,49,1,1.0,4,1,4030,1,15,11628,49
11628,0,38,110,8,1,0,11,6,11,1.0,4,2,4032,1,8,11629,486
11629,0,179,-1,6,1,0,11,47,17,0.0,0,0,4032,1,8,11630,407
11630,0,230,-16,2,1,0,11,36,23,0.0,0,4,4032,1,8,11631,156
11631,0,118,132,2,2,0,11,16,17,0.0,3,0,4032,1,8,11632,136
11632,2,0,0,1,2,0,11,38,0,0.0,4,1,4032,1,8,11633,98
11633,4,0,0,0,2,0,11,0,0,1.0,4,1,4032,1,8,11634,0
11634,0,112,160,11,3,0,11,36,19,0.0,3,0,4032,1,8,11635,696
11635,18,-131,95,11,3,0,11,27,16,1.0,1,0,4032,1,8,11636,687
11636,0,-59,105,10,3,0,11,27,12,0.0,4,2,4032,1,8,11637,627
11637,0,59,127,9,3,0,11,29,14,0.0,4,2,4032,1,8,11638,569
11638,25,54,69,9,3,0,11,16,8,1.0,0,2,4032,1,8,11639,556
11639,0,11,169,6,3,0,11,50,16,1.0,4,0,4032,1,8,11640,410
11640,2,0,0,5,3,0,11,23,0,1.0,4,1,4032,1,8,11641,323
11643,0,105,235,5,4,0,11,12,25,0.0,3,3,4032,1,8,11644,312
11644,0,-161,69,10,1,0,11,48,17,0.0,1,0,4034,0,11,11645,648
11645,23,-2,74,10,1,0,11,26,7,1.0,4,2,4034,0,11,11646,626
11646,0,232,-5,8,1,0,11,23,23,1.0,0,4,4034,0,11,11647,503
11648,0,184,178,7,1,0,11,0,25,0.0,3,3,4034,0,11,11649,420
11649,33,29,18,4,1,0,11,18,3,1.0,4,1,4034,0,11,11650,258
11651,5,-5,7,7,2,0,11,3,0,1.0,4,1,4034,0,11,11652,423
11652,0,-39,191,5,2,0,11,8,19,0.0,4,0,4034,0,11,11653,308
11653,0,177,181,3,2,0,11,52,25,1.0,3,3,4034,0,11,11654,232
11654,0,209,148,3,2,0,11,23,25,1.0,3,3,4034,0,11,11655,203
11655,0,195,179,1,2,0,11,16,26,1.0,3,3,4034,0,11,11656,76
11656,0,135,232,0,2,0,11,26,26,0.0,3,3,4034,0,11,11657,26
11657,2,11,2,6,3,0,11,31,1,0.0,4,1,4034,0,11,11658,391
11658,0,-94,235,5,3,0,11,20,25,0.0,2,3,4034,0,11,11659,320
11659,0,-5,248,7,4,0,11,27,24,0.0,4,3,4034,0,11,11660,447
11660,0,95,141,6,1,0,11,26,17,0.0,3,0,4035,0,16,11661,386
11661,12,0,0,3,1,0,11,22,0,1.0,4,1,4035,0,16,11662,202
11663,0,-141,197,0,1,0,11,32,24,0.0,2,3,4035,0,16,11664,32
11664,25,69,25,2,2,0,11,35,7,1.0,4,2,4035,0,16,11665,155
11666,0,13,155,10,3,0,11,40,15,0.0,4,0,4035,0,16,11667,640
11667,0,39,0,10,3,0,11,14,3,1.0,4,1,4035,0,16,11668,614
11668,2,0,0,3,3,0,11,1,0,0.0,4,1,4035,0,16,11669,181
11669,0,177,178,2,3,0,11,40,25,1.0,3,3,4035,0,16,11670,160
11670,0,130,224,0,3,0,11,8,25,1.0,3,3,4035,0,16,11671,8
11671,0,236,94,10,4,0,11,7,25,0.0,3,3,4035,0,16,11672,607
11672,0,161,189,7,4,0,11,12,24,0.0,3,3,4035,0,16,11673,432
11673,0,103,10,5,4,0,11,30,10,0.0,0,0,4035,0,16,11674,330
11674,0,182,197,1,4,0,11,15,26,0.0,3,3,4035,0,16,11675,75
11675,0,205,141,0,4,0,11,31,24,0.0,3,3,4035,0,16,11676,31
11676,12,0,0,0,4,0,11,12,0,1.0,4,1,4035,0,16,11677,12
11677,0,-156,156,0,4,0,11,2,22,0.0,2,0,4035,0,16,11678,2
11678,0,47,201,10,1,0,11,6,20,0.0,4,0,4037,0,28,11679,606
11679,34,44,122,8,1,0,11,59,12,1.0,4,2,4037,0,28,11680,539
11680,0,143,206,5,1,0,11,26,25,0.0,3,3,4037,0,28,11681,326
11681,0,5,186,3,1,0,11,34,18,0.0,4,0,4037,0,28,11682,214
11682,0,-15,26,2,1,0,11,43,3,0.0,4,1,4037,0,28,11683,163
11683,2,-8,18,2,1,0,11,17,1,0.0,4,1,4037,0,28,11684,137
11686,2,-10,8,5,2,0,11,39,1,0.0,4,1,4037,0,28,11687,339
11687,18,149,115,10,3,0,11,56,18,0.0,3,0,4037,0,28,11688,656
11688,35,6,18,10,3,0,11,42,1,1.0,4,1,4037,0,28,11689,642
11689,0,-220,127,9,3,0,11,53,25,1.0,2,3,4037,0,28,11690,593
11690,0,156,196,9,3,0,11,31,25,0.0,3,3,4037,0,28,11691,571
11691,18,117,15,7,3,0,11,8,11,1.0,0,0,4037,0,28,11692,428
11692,0,148,201,4,3,0,11,11,24,1.0,3,3,4037,0,28,11693,251
11693,18,141,0,2,3,0,11,10,14,0.0,0,0,4037,0,28,11694,130
11694,25,-186,25,8,4,0,11,6,18,1.0,1,0,4037,0,28,11695,486
11695,8,47,178,7,4,0,11,30,18,0.0,4,0,4037,0,28,11696,450
11696,0,-212,138,5,4,0,11,28,25,1.0,2,3,4037,0,28,11697,328
11698,0,140,207,0,4,0,11,32,24,0.0,3,3,4037,0,28,11699,32
11699,0,192,7,11,1,0,11,22,19,1.0,0,0,4039,1,21,11700,682
11700,0,-2,261,10,1,0,11,10,26,0.0,4,3,4039,1,21,11701,610
11701,2,0,0,10,1,0,11,5,0,1.0,4,1,4039,1,21,11702,605
11702,0,-36,105,9,1,0,11,6,11,0.0,4,2,4039,1,21,11703,546
11703,0,143,168,7,1,0,11,22,22,0.0,3,0,4039,1,21,11704,442
11704,0,115,145,3,1,0,11,41,18,0.0,3,0,4039,1,21,11705,221
11705,4,0,0,2,1,0,11,12,0,1.0,4,1,4039,1,21,11706,132
11706,0,166,199,1,1,0,11,30,25,0.0,3,3,4039,1,21,11707,90
11708,8,-153,8,8,2,0,11,2,15,0.0,1,0,4039,1,21,11709,482
11709,0,-122,20,2,2,0,11,14,12,0.0,1,0,4039,1,21,11710,134
11711,2,0,0,0,2,0,11,3,0,0.0,4,1,4039,1,21,11712,3
11712,0,176,-5,0,2,0,11,1,17,0.0,0,0,4039,1,21,11713,1
11713,0,167,-1,2,3,0,11,13,16,0.0,0,0,4039,1,21,11714,133
11714,0,-186,163,0,3,0,11,41,24,0.0,2,3,4039,1,21,11715,41
11715,4,0,0,6,4,0,11,42,0,1.0,4,1,4039,1,21,11716,402
