action_type,loc_x,loc_y,period,playoffs,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,season,matchup,time_remaining,game_date
0,64,-3,2,0,6,1.0,4,2,16,14,0,101,5126
0,102,36,2,0,10,0.0,0,0,16,14,0,23,5126
0,2,343,2,0,34,0.0,4,3,16,14,0,0,5126
0,67,159,3,0,17,0.0,3,0,16,14,0,680,5126
0,-117,67,3,0,13,0.0,1,0,16,14,0,586,5126
0,78,135,3,0,15,1.0,0,2,16,14,0,423,5126
0,-196,198,3,0,27,0.0,2,3,16,14,0,326,5126
2,2,0,3,0,0,1.0,4,1,16,14,0,224,5126
0,89,242,3,0,25,0.0,3,3,16,14,0,163,5126
8,114,30,3,0,11,1.0,0,0,16,14,0,120,5126
0,9,205,4,0,20,0.0,4,0,16,14,0,266,5126
0,118,64,4,0,13,0.0,0,0,16,14,0,104,5126
0,73,47,4,0,8,1.0,0,2,16,14,0,53,5126
0,73,167,4,0,18,,3,0,16,14,0,15,5126
4,0,1,1,0,0,1.0,4,1,15,14,0,608,5127
0,48,263,1,0,26,1.0,4,3,15,14,0,585,5127
0,-220,157,1,0,27,1.0,2,3,15,14,0,530,5127
0,130,151,1,0,19,,3,0,15,14,0,469,5127
0,127,156,1,0,20,,3,0,15,14,0,355,5127
0,149,66,1,0,16,,0,0,15,14,0,152,5127
18,-175,31,2,0,17,,1,0,15,14,0,455,5127
2,1,1,2,0,0,1.0,4,1,15,14,0,374,5127
43,17,58,2,0,6,1.0,4,2,15,14,0,314,5127
18,-169,17,2,0,16,,1,0,15,14,0,233,5127
4,0,1,2,0,0,1.0,4,1,15,14,0,173,5127
2,4,1,2,0,0,,4,1,15,14,0,111,5127
0,48,263,2,0,26,0.0,4,3,15,14,0,1,5127
0,-11,269,3,0,26,1.0,4,3,15,14,0,676,5127
0,228,113,3,0,25,0.0,3,3,15,14,0,640,5127
8,-65,74,3,0,9,1.0,1,2,15,14,0,485,5127
2,-2,1,3,0,0,0.0,4,1,15,14,0,371,5127
0,194,8,3,0,19,1.0,0,0,15,14,0,274,5127
0,182,48,3,0,18,,0,0,15,14,0,250,5127
0,140,220,3,0,26,0.0,3,3,15,14,0,55,5127
0,116,175,1,0,20,0.0,3,0,10,14,0,655,5129
34,147,36,1,0,15,1.0,0,0,10,14,0,530,5129
0,1,249,1,0,24,0.0,4,3,10,14,0,426,5129
0,162,25,1,0,16,0.0,0,0,10,14,0,296,5129
4,24,22,1,0,3,,4,1,10,14,0,280,5129
0,-7,99,1,0,9,,4,2,10,14,0,182,5129
0,-125,134,2,0,18,1.0,2,0,10,14,0,406,5129
0,-199,145,2,0,24,,2,3,10,14,0,300,5129
0,106,170,2,0,20,,3,0,10,14,0,263,5129
0,-191,156,2,0,24,0.0,2,3,10,14,0,220,5129
0,146,64,2,0,15,0.0,0,0,10,14,0,162,5129
0,29,28,2,0,4,0.0,4,2,10,14,0,141,5129
0,108,154,2,0,18,1.0,3,0,10,14,0,74,5129
0,99,123,2,0,15,1.0,0,0,10,14,0,46,5129
0,-122,75,2,0,14,0.0,1,0,10,14,0,2,5129
8,173,0,3,0,17,0.0,0,0,10,14,0,679,5129
0,-120,22,3,0,12,0.0,1,0,10,14,0,647,5129
1,-8,0,3,0,0,1.0,4,1,10,14,0,582,5129
0,-62,61,3,0,8,0.0,1,2,10,14,0,548,5129
35,-30,25,3,0,3,1.0,4,1,10,14,0,359,5129
0,121,124,3,0,17,0.0,3,0,10,14,0,291,5129
13,11,9,3,0,1,1.0,4,1,10,14,0,279,5129
0,231,-16,3,0,23,,0,4,10,14,0,198,5129
0,75,97,4,0,12,0.0,0,2,10,14,0,512,5129
0,-32,89,4,0,9,0.0,4,2,10,14,0,412,5129
29,23,12,4,0,2,0.0,4,1,10,14,0,363,5129
0,78,15,4,0,7,0.0,4,2,10,14,0,357,5129
0,-18,47,1,0,5,0.0,4,2,9,14,1,690,5131
18,6,58,1,0,5,1.0,4,2,9,14,1,623,5131
0,-150,61,1,0,16,1.0,1,0,9,14,1,322,5131
0,-38,22,1,0,4,,4,2,9,14,1,241,5131
2,-7,20,1,0,2,0.0,4,1,9,14,1,236,5131
25,2,11,1,0,1,0.0,4,1,9,14,1,232,5131
4,-10,31,1,0,3,1.0,4,1,9,14,1,203,5131
2,23,12,1,0,2,1.0,4,1,9,14,1,149,5131
41,-9,48,1,0,4,0.0,4,2,9,14,1,229,5131
0,-76,184,2,0,19,1.0,2,0,9,14,1,343,5131
0,-81,252,2,0,26,0.0,4,3,9,14,1,307,5131
38,-24,20,2,0,3,1.0,4,1,9,14,1,157,5131
0,72,178,3,0,19,0.0,3,0,9,14,1,705,5131
0,-8,277,3,0,27,0.0,4,3,9,14,1,381,5131
0,-103,119,3,0,15,0.0,1,0,9,14,1,250,5131
2,15,17,3,0,2,1.0,4,1,9,14,1,231,5131
0,-76,156,1,0,17,1.0,2,0,8,14,1,703,5133
0,100,235,1,0,25,,3,3,8,14,1,597,5133
0,-51,121,1,0,13,0.0,4,2,8,14,1,514,5133
33,2,42,1,0,4,1.0,4,2,8,14,1,342,5133
0,-67,33,1,0,7,0.0,4,2,8,14,1,222,5133
8,-106,85,2,0,13,0.0,1,0,8,14,1,426,5133
0,72,58,2,0,9,1.0,0,2,8,14,1,282,5133
8,-127,11,2,0,12,0.0,1,0,8,14,1,254,5133
18,7,56,3,0,5,,4,2,8,14,1,653,5133
34,-125,31,3,0,12,1.0,1,0,8,14,1,267,5133
34,-146,19,3,0,14,,1,0,8,14,1,201,5133
18,-29,189,3,0,19,0.0,4,0,8,14,1,133,5133
0,-175,200,4,0,26,0.0,2,3,8,14,1,508,5133
18,-73,112,4,0,13,,1,2,8,14,1,400,5133
18,110,6,4,0,11,0.0,0,0,8,14,1,233,5133
8,-112,71,4,0,13,0.0,1,0,8,14,1,199,5133
0,-160,160,4,0,22,0.0,2,0,8,14,1,85,5133
0,54,20,4,0,5,0.0,4,2,8,14,1,50,5133
0,189,82,1,0,20,0.0,0,0,1,14,0,542,5136
18,-75,74,1,0,10,1.0,1,2,1,14,0,461,5136
5,0,15,1,0,1,1.0,4,1,1,14,0,326,5136
0,-229,112,1,0,25,,2,3,1,14,0,294,5136
0,-174,39,1,0,17,0.0,1,0,1,14,0,262,5136
18,-37,60,1,0,7,1.0,4,2,1,14,0,162,5136
0,54,31,2,0,6,0.0,4,2,1,14,0,354,5136
18,132,30,2,0,13,0.0,0,0,1,14,0,299,5136
34,64,104,2,0,12,0.0,0,2,1,14,0,127,5136
0,-11,86,2,0,8,,4,2,1,14,0,90,5136
0,0,78,2,0,7,0.0,4,2,1,14,0,36,5136
0,206,123,2,0,23,0.0,3,3,1,14,0,1,5136
25,-149,99,3,0,17,1.0,1,0,1,14,0,702,5136
0,6,48,3,0,4,0.0,4,2,1,14,0,434,5136
18,-57,52,3,0,7,0.0,4,2,1,14,0,368,5136
0,-54,42,3,0,6,0.0,4,2,1,14,0,342,5136
8,58,22,3,0,6,1.0,4,2,1,14,0,194,5136
0,-152,186,4,0,24,1.0,2,3,1,14,0,297,5136
0,-153,198,4,0,25,1.0,2,3,1,14,0,258,5136
34,-87,110,4,0,14,1.0,1,0,1,14,0,213,5136
0,-142,220,4,0,26,,2,3,1,14,0,190,5136
18,81,137,1,0,15,1.0,0,0,11,14,1,686,5138
0,-64,17,1,0,6,0.0,4,2,11,14,1,650,5138
34,-95,28,1,0,9,0.0,1,0,11,14,1,614,5138
4,7,28,1,0,2,1.0,4,1,11,14,1,598,5138
13,9,23,1,0,2,0.0,4,1,11,14,1,394,5138
0,-38,121,1,0,12,,4,2,11,14,1,342,5138
2,6,20,1,0,2,1.0,4,1,11,14,1,272,5138
0,-141,162,1,0,21,0.0,2,0,11,14,1,131,5138
0,4,52,1,0,5,0.0,4,2,11,14,1,43,5138
2,6,19,1,0,1,0.0,4,1,11,14,1,42,5138
8,67,110,1,0,12,1.0,0,2,11,14,1,15,5138
3,-2,137,2,0,13,1.0,4,2,11,14,1,133,5138
0,-100,167,2,0,19,,2,0,11,14,1,110,5138
0,94,246,2,0,26,1.0,3,3,11,14,1,10,5138
18,-106,149,3,0,18,0.0,2,0,11,14,1,705,5138
2,-7,20,3,0,2,0.0,4,1,11,14,1,392,5138
0,-73,246,3,0,25,1.0,4,3,11,14,1,245,5138
0,-8,261,3,0,26,0.0,4,3,11,14,1,212,5138
0,-49,247,3,0,25,,4,3,11,14,1,140,5138
18,154,0,3,0,15,1.0,0,0,11,14,1,101,5138
34,124,-2,3,0,12,0.0,0,0,11,14,1,28,5138
35,-16,23,3,0,2,1.0,4,1,11,14,1,8,5138
37,-174,83,4,0,19,0.0,1,0,11,14,1,504,5138
0,92,172,4,0,19,0.0,3,0,11,14,1,391,5138
41,13,42,4,0,4,1.0,4,2,11,14,1,271,5138
0,231,-11,4,0,23,0.0,0,4,11,14,1,222,5138
0,241,3,4,0,24,0.0,0,4,11,14,1,217,5138
2,-24,12,4,0,2,1.0,4,1,11,14,1,209,5138
3,69,19,4,0,7,1.0,4,2,11,14,1,103,5138
18,-131,91,4,0,15,1.0,1,0,11,14,1,67,5138
2,13,19,4,0,2,0.0,4,1,11,14,1,35,5138
0,100,242,4,0,26,0.0,3,3,11,14,1,9,5138
0,-166,235,4,0,28,,2,3,11,14,1,2,5138
0,69,83,1,0,10,0.0,0,2,27,14,0,658,5140
0,-142,148,1,0,20,0.0,2,0,27,14,0,575,5140
4,-5,15,1,0,1,1.0,4,1,27,14,0,551,5140
2,22,-1,1,0,2,0.0,4,1,27,14,0,528,5140
13,0,4,1,0,0,1.0,4,1,27,14,0,501,5140
0,-4,126,1,0,12,0.0,4,2,27,14,0,423,5140
2,17,17,1,0,2,1.0,4,1,27,14,0,231,5140
34,151,30,1,0,15,,0,0,27,14,0,193,5140
0,-97,241,2,0,25,1.0,2,3,27,14,0,532,5140
3,29,48,2,0,5,1.0,4,2,27,14,0,499,5140
8,-166,19,2,0,16,0.0,1,0,27,14,0,296,5140
0,-172,222,2,0,28,0.0,2,3,27,14,0,260,5140
9,15,15,2,0,2,0.0,4,1,27,14,0,166,5140
8,-147,17,2,0,14,0.0,1,0,27,14,0,63,5140
2,-16,12,2,0,2,,4,1,27,14,0,57,5140
2,-13,22,2,0,2,0.0,4,1,27,14,0,6,5140
0,132,143,3,0,19,0.0,3,0,27,14,0,706,5140
0,151,219,3,0,26,0.0,3,3,27,14,0,427,5140
0,-38,52,3,0,6,0.0,4,2,27,14,0,405,5140
0,-120,230,3,0,25,,2,3,27,14,0,276,5140
5,28,20,3,0,3,1.0,4,1,27,14,0,182,5140
0,214,7,3,0,21,1.0,0,0,27,14,0,135,5140
0,179,179,4,0,25,0.0,3,3,27,14,0,259,5140
0,2,277,4,0,27,,4,3,27,14,0,94,5140
2,13,17,4,0,2,1.0,4,1,27,14,0,28,5140
16,32,23,1,0,3,1.0,4,1,4,14,0,525,5141
39,-73,41,1,0,8,0.0,1,2,4,14,0,441,5141
46,53,19,1,0,5,1.0,4,2,4,14,0,359,5141
8,-93,186,1,0,20,1.0,2,0,4,14,0,315,5141
16,-15,48,1,0,5,0.0,4,2,4,14,0,253,5141
2,20,6,2,0,2,1.0,4,1,4,14,0,239,5141
9,-12,1,2,0,1,1.0,4,1,4,14,0,157,5141
25,-78,25,2,0,8,0.0,1,2,4,14,0,113,5141
2,-7,28,2,0,2,0.0,4,1,4,14,0,57,5141
8,37,41,2,0,5,,4,2,4,14,0,41,5141
34,-49,110,2,0,12,1.0,4,2,4,14,0,0,5141
34,-93,17,3,0,9,1.0,1,0,4,14,0,696,5141
8,-67,113,3,0,13,0.0,1,2,4,14,0,669,5141
0,-62,23,3,0,6,0.0,4,2,4,14,0,531,5141
0,50,107,3,0,11,0.0,4,2,4,14,0,458,5141
46,43,26,3,0,5,0.0,4,2,4,14,0,284,5141
8,114,110,3,0,15,,0,0,4,14,0,195,5141
37,-131,145,4,0,19,1.0,2,0,4,14,0,353,5141
37,-202,93,4,0,22,0.0,1,0,4,14,0,212,5141
34,-158,102,4,0,18,,1,0,4,14,0,190,5141
8,86,138,4,0,16,0.0,3,0,4,14,0,156,5141
0,2,269,4,0,26,0.0,4,3,4,14,0,64,5141
0,-139,228,4,0,26,0.0,2,3,4,14,0,36,5141
0,2,282,4,0,28,0.0,4,3,4,14,0,14,5141
25,-41,23,1,0,4,1.0,4,2,7,14,1,645,5143
12,0,30,1,0,3,1.0,4,1,7,14,1,615,5143
34,58,89,1,0,10,0.0,0,2,7,14,1,452,5143
0,135,160,1,0,20,0.0,3,0,7,14,1,292,5143
2,-16,4,1,0,1,1.0,4,1,7,14,1,264,5143
0,18,39,1,0,4,0.0,4,2,7,14,1,95,5143
0,-2,37,2,0,3,0.0,4,1,7,14,1,330,5143
0,21,50,2,0,5,0.0,4,2,7,14,1,274,5143
1,10,11,2,0,1,,4,1,7,14,1,250,5143
0,-24,34,2,0,4,0.0,4,2,7,14,1,219,5143
8,-105,14,2,0,10,0.0,1,0,7,14,1,182,5143
46,-34,11,2,0,3,1.0,4,1,7,14,1,109,5143
0,2,30,2,0,3,,4,1,7,14,1,49,5143
2,18,12,2,0,2,1.0,4,1,7,14,1,36,5143
4,4,19,2,0,1,1.0,4,1,7,14,1,6,5143
0,-7,55,3,0,5,1.0,4,2,7,14,1,656,5143
8,-79,37,3,0,8,1.0,1,2,7,14,1,516,5143
0,97,118,3,0,15,0.0,0,0,7,14,1,233,5143
0,-87,143,1,0,16,1.0,2,0,24,14,1,681,5147
0,-175,214,1,0,27,0.0,2,3,24,14,1,535,5147
4,18,17,1,0,2,,4,1,24,14,1,501,5147
2,-11,25,1,0,2,0.0,4,1,24,14,1,234,5147
0,231,-3,1,0,23,0.0,0,4,24,14,1,228,5147
4,2,28,1,0,2,1.0,4,1,24,14,1,182,5147
0,-187,64,1,0,19,1.0,1,0,24,14,1,128,5147
4,-21,14,2,0,2,,4,1,24,14,1,266,5147
0,-112,129,2,0,17,0.0,2,0,24,14,1,243,5147
37,10,129,2,0,12,,4,2,24,14,1,215,5147
0,-234,22,2,0,23,,1,6,24,14,1,160,5147
2,13,19,2,0,2,1.0,4,1,24,14,1,141,5147
41,0,119,2,0,11,1.0,4,2,24,14,1,97,5147
2,-13,22,2,0,2,1.0,4,1,24,14,1,71,5147
2,18,26,3,0,3,0.0,4,1,24,14,1,500,5147
0,-139,208,3,0,25,1.0,2,3,24,14,1,483,5147
2,0,28,3,0,2,0.0,4,1,24,14,1,307,5147
2,-27,19,3,0,3,0.0,4,1,24,14,1,218,5147
8,-13,102,4,0,10,1.0,4,2,24,14,1,323,5147
0,-84,295,4,0,30,,4,3,24,14,1,155,5147
2,9,25,4,0,2,1.0,4,1,24,14,1,148,5147
0,-155,233,4,0,27,,2,3,24,14,1,87,5147
0,-155,137,4,0,20,0.0,2,0,24,14,1,36,5147
0,89,176,1,0,19,,3,0,3,14,0,668,5148
25,-29,22,1,0,3,1.0,4,1,3,14,0,619,5148
0,73,85,1,0,11,0.0,0,2,3,14,0,478,5148
11,31,3,1,0,3,1.0,4,1,3,14,0,425,5148
18,64,60,1,0,8,1.0,0,2,3,14,0,237,5148
0,51,116,1,0,12,1.0,4,2,3,14,0,201,5148
2,-18,6,1,0,1,0.0,4,1,3,14,0,114,5148
0,-52,64,2,0,8,0.0,1,2,3,14,0,242,5148
33,4,11,3,0,1,1.0,4,1,3,14,0,623,5148
39,105,30,3,0,10,1.0,0,0,3,14,0,601,5148
0,-180,190,3,0,26,1.0,2,3,3,14,0,308,5148
0,-97,263,3,0,28,0.0,2,3,3,14,0,276,5148
0,-67,66,4,0,9,0.0,1,2,3,14,0,345,5148
3,-5,94,4,0,9,1.0,4,2,3,14,0,41,5148
0,-131,142,4,0,19,1.0,2,0,3,14,0,22,5148
7,-6,12,1,0,1,1.0,4,1,8,14,0,452,5150
36,-6,11,1,0,1,1.0,4,1,8,14,0,362,5150
0,-175,134,1,0,22,,2,0,8,14,0,173,5150
0,-128,89,1,0,15,0.0,1,0,8,14,0,135,5150
2,24,14,1,0,2,,4,1,8,14,0,91,5150
0,-13,80,1,0,8,0.0,4,2,8,14,0,62,5150
0,20,140,2,0,14,1.0,4,0,8,14,0,359,5150
0,-105,167,2,0,19,0.0,2,0,8,14,0,153,5150
2,-22,12,2,0,2,0.0,4,1,8,14,0,33,5150
20,23,58,3,0,6,1.0,4,2,8,14,0,621,5150
0,-141,48,3,0,14,1.0,1,0,8,14,0,573,5150
0,94,143,3,0,17,0.0,3,0,8,14,0,416,5150
2,18,19,3,0,2,0.0,4,1,8,14,0,398,5150
18,166,41,3,0,17,0.0,0,0,8,14,0,347,5150
1,2,15,3,0,1,1.0,4,1,8,14,0,335,5150
2,1,20,3,0,2,0.0,4,1,8,14,0,109,5150
0,70,170,3,0,18,0.0,3,0,8,14,0,48,5150
0,-229,-11,4,0,22,1.0,1,6,8,14,0,499,5150
0,144,230,4,0,27,0.0,3,3,8,14,0,380,5150
4,17,22,4,0,2,1.0,4,1,8,14,0,357,5150
0,-27,72,4,0,7,1.0,4,2,8,14,0,105,5150
0,-138,228,4,0,26,0.0,2,3,8,14,0,17,5150
0,-139,227,4,0,26,0.0,2,3,8,14,0,6,5150
2,-15,7,1,0,1,,4,1,21,14,0,613,5152
0,143,209,1,0,25,0.0,3,3,21,14,0,479,5152
0,234,-10,1,0,23,1.0,0,4,21,14,0,330,5152
0,-127,209,1,0,24,,2,3,21,14,0,252,5152
0,237,94,2,0,25,0.0,3,3,21,14,0,186,5152
25,45,50,2,0,6,0.0,4,2,21,14,0,164,5152
18,80,89,3,0,11,0.0,0,2,21,14,0,658,5152
4,-19,7,3,0,2,1.0,4,1,21,14,0,617,5152
8,54,74,3,0,9,1.0,0,2,21,14,0,363,5152
0,23,162,3,0,16,1.0,4,0,21,14,0,326,5152
0,-166,1,3,0,16,1.0,1,0,21,14,0,251,5152
8,108,135,3,0,17,0.0,3,0,21,14,0,219,5152
0,192,175,3,0,25,,3,3,21,14,0,189,5152
18,-40,153,4,0,15,1.0,4,0,21,14,0,707,5152
0,-93,131,4,0,16,0.0,2,0,21,14,0,622,5152
25,47,17,4,0,4,1.0,4,2,21,14,0,561,5152
34,-131,71,4,0,14,,1,0,21,14,0,485,5152
0,-194,156,4,0,24,,2,3,21,14,0,314,5152
0,81,148,4,0,16,,3,0,21,14,0,195,5152
0,-205,138,1,0,24,0.0,2,3,24,14,0,614,5154
0,116,44,1,0,12,,0,0,24,14,0,578,5154
0,-111,30,1,0,11,0.0,1,0,24,14,0,296,5154
0,218,151,1,0,26,1.0,3,3,24,14,0,143,5154
0,-48,214,1,0,21,,4,0,24,14,0,111,5154
0,73,-2,2,0,7,0.0,4,2,24,14,0,293,5154
0,-30,9,3,0,3,0.0,4,1,24,14,0,679,5154
25,-111,55,3,0,12,1.0,1,0,24,14,0,612,5154
0,53,244,3,0,24,,4,3,24,14,0,543,5154
11,4,-16,3,0,1,,4,1,24,14,0,450,5154
0,-231,-21,3,0,23,1.0,1,6,24,14,0,236,5154
0,238,-26,3,0,23,1.0,0,4,24,14,0,179,5154
0,179,190,3,0,26,1.0,3,3,24,14,0,121,5154
0,9,64,1,0,6,1.0,4,2,11,14,0,217,5155
0,171,228,1,0,28,0.0,3,3,11,14,0,191,5155
33,21,0,2,0,2,1.0,4,1,11,14,0,294,5155
0,-65,116,2,0,13,0.0,4,2,11,14,0,205,5155
0,122,129,3,0,17,0.0,3,0,11,14,0,667,5155
0,-144,85,3,0,16,1.0,1,0,11,14,0,603,5155
37,244,12,3,0,24,1.0,0,4,11,14,0,570,5155
0,-221,124,3,0,25,0.0,2,3,11,14,0,501,5155
0,1,165,3,0,16,1.0,4,0,11,14,0,472,5155
0,-65,238,3,0,24,1.0,4,3,11,14,0,317,5155
0,-15,58,3,0,5,1.0,4,2,11,14,0,280,5155
0,75,142,3,0,16,,3,0,11,14,0,229,5155
0,114,178,3,0,21,1.0,3,0,11,14,0,133,5155
0,-120,225,4,0,25,1.0,2,3,11,14,0,332,5155
0,-60,291,4,0,29,1.0,4,3,11,14,0,295,5155
0,-182,252,4,0,31,0.0,2,3,11,14,0,268,5155
18,-34,82,4,0,8,,4,2,11,14,0,223,5155
0,-149,359,4,0,38,0.0,2,3,11,14,0,56,5155
0,1,263,1,0,26,0.0,4,3,14,14,0,616,5157
0,-152,189,1,0,24,0.0,2,3,14,14,0,136,5157
0,13,31,2,0,3,0.0,4,1,14,14,0,281,5157
37,-65,94,2,0,11,,1,2,14,14,0,95,5157
16,-4,9,2,0,0,,4,1,14,14,0,48,5157
0,171,195,3,0,25,0.0,3,3,14,14,0,549,5157
0,157,80,3,0,17,0.0,0,0,14,14,0,367,5157
31,1,58,3,0,5,1.0,4,2,14,14,0,357,5157
0,88,123,3,0,15,,0,0,14,14,0,275,5157
2,-13,3,3,0,1,0.0,4,1,14,14,0,231,5157
0,-191,96,4,0,21,,1,0,14,14,0,132,5157
4,18,11,1,0,2,0.0,4,1,17,14,0,587,5159
0,-223,-5,1,0,22,0.0,1,6,17,14,0,579,5159
48,-75,33,1,0,8,1.0,1,2,17,14,0,417,5159
36,7,11,1,0,1,1.0,4,1,17,14,0,367,5159
34,-146,69,1,0,16,0.0,1,0,17,14,0,332,5159
35,-11,7,1,0,1,1.0,4,1,17,14,0,230,5159
34,-57,75,1,0,9,0.0,1,2,17,14,0,175,5159
18,105,11,3,0,10,1.0,0,0,17,14,0,693,5159
8,-34,15,3,0,3,1.0,4,1,17,14,0,575,5159
0,149,171,3,0,22,,3,0,17,14,0,515,5159
0,159,183,3,0,24,0.0,3,3,17,14,0,451,5159
34,-35,156,4,0,15,0.0,4,0,17,14,0,256,5159
0,136,99,1,0,16,,3,0,16,14,1,525,5161
13,1,3,1,0,0,1.0,4,1,16,14,1,454,5161
0,116,146,1,0,18,1.0,3,0,16,14,1,417,5161
0,141,119,1,0,18,0.0,3,0,16,14,1,327,5161
43,40,82,1,0,9,0.0,4,2,16,14,1,280,5161
23,9,45,2,0,4,1.0,4,2,16,14,1,236,5161
0,88,405,2,0,41,0.0,5,3,16,14,1,0,5161
4,21,7,3,0,2,,4,1,16,14,1,626,5161
34,102,86,3,0,13,,0,0,16,14,1,546,5161
34,89,9,3,0,8,1.0,0,0,16,14,1,454,5161
34,-60,112,3,0,12,1.0,4,2,16,14,1,321,5161
34,-142,-3,3,0,14,0.0,1,0,16,14,1,204,5161
0,151,205,4,0,25,,3,3,16,14,1,331,5161
0,105,78,4,0,13,1.0,0,0,16,14,1,239,5161
4,-24,11,4,0,2,0.0,4,1,16,14,1,179,5161
2,-10,50,4,0,5,1.0,4,2,16,14,1,156,5161
34,-128,36,1,0,13,0.0,1,0,18,14,1,516,5165
2,9,28,1,0,2,0.0,4,1,18,14,1,376,5165
2,18,4,1,0,1,0.0,4,1,18,14,1,295,5165
2,-2,17,1,0,1,0.0,4,1,18,14,1,206,5165
0,222,127,2,0,25,0.0,3,3,18,14,1,630,5165
7,15,6,2,0,1,1.0,4,1,18,14,1,599,5165
2,-15,9,2,0,1,1.0,4,1,18,14,1,422,5165
31,-109,66,2,0,12,1.0,1,0,18,14,1,264,5165
2,4,6,2,0,0,0.0,4,1,18,14,1,228,5165
2,-2,14,2,0,1,0.0,4,1,18,14,1,33,5165
0,-168,12,3,0,16,1.0,1,0,18,14,1,682,5165
0,166,198,3,0,25,1.0,3,3,18,14,1,613,5165
0,4,184,3,0,18,0.0,4,0,18,14,1,402,5165
0,31,192,4,0,19,0.0,4,0,18,14,1,698,5165
0,-240,83,4,0,25,0.0,1,6,18,14,1,548,5165
2,-7,6,4,0,0,1.0,4,1,18,14,1,193,5165
25,-133,69,1,0,14,1.0,1,0,5,14,0,698,5168
0,24,200,1,0,20,1.0,4,0,5,14,0,666,5168
0,-166,47,1,0,17,0.0,1,0,5,14,0,644,5168
8,2,69,1,0,6,1.0,4,2,5,14,0,637,5168
0,-27,60,1,0,6,1.0,4,2,5,14,0,558,5168
0,-153,186,1,0,24,0.0,2,3,5,14,0,537,5168
0,-30,101,1,0,10,0.0,4,2,5,14,0,471,5168
2,18,1,1,0,1,0.0,4,1,5,14,0,326,5168
18,-100,11,1,0,10,0.0,1,0,5,14,0,208,5168
39,-138,56,1,0,14,0.0,1,0,5,14,0,175,5168
2,13,0,2,0,1,0.0,4,1,5,14,0,109,5168
0,195,162,2,0,25,0.0,3,3,5,14,0,56,5168
0,170,0,2,0,17,0.0,0,0,5,14,0,29,5168
0,-116,113,2,0,16,0.0,2,0,5,14,0,2,5168
0,129,184,3,0,22,0.0,3,0,5,14,0,704,5168
37,-89,91,3,0,12,,1,0,5,14,0,601,5168
39,-120,28,3,0,12,0.0,1,0,5,14,0,450,5168
0,171,137,3,0,21,0.0,3,0,5,14,0,342,5168
0,-106,231,3,0,25,1.0,2,3,5,14,0,284,5168
0,122,135,4,0,18,,3,0,5,14,0,535,5168
0,-7,255,4,0,25,1.0,4,3,5,14,0,458,5168
0,-171,208,4,0,26,,2,3,5,14,0,431,5168
32,159,129,4,0,20,0.0,3,0,5,14,0,401,5168
0,-172,167,4,0,23,0.0,2,3,5,14,0,368,5168
0,-232,17,4,0,23,0.0,1,6,5,14,0,309,5168
4,6,22,4,0,2,0.0,4,1,5,14,0,258,5168
2,23,-5,4,0,2,0.0,4,1,5,14,0,203,5168
0,-155,156,1,0,21,0.0,2,0,29,14,0,644,5169
0,-138,97,1,0,16,1.0,1,0,29,14,0,524,5169
0,-57,142,1,0,15,1.0,4,0,29,14,0,408,5169
0,132,102,1,0,16,1.0,3,0,29,14,0,248,5169
0,149,63,1,0,16,,0,0,29,14,0,1,5169
0,113,48,2,0,12,0.0,0,0,29,14,0,272,5169
0,162,31,2,0,16,1.0,0,0,29,14,0,223,5169
0,177,296,2,0,34,0.0,3,3,29,14,0,0,5169
4,17,6,3,0,1,1.0,4,1,29,14,0,652,5169
0,69,19,3,0,7,1.0,4,2,29,14,0,485,5169
0,170,17,3,0,17,1.0,0,0,29,14,0,437,5169
0,-239,11,3,0,23,0.0,1,6,29,14,0,404,5169
0,-237,4,4,0,23,0.0,1,6,29,14,0,304,5169
4,20,15,4,0,2,1.0,4,1,29,14,0,252,5169
2,17,9,1,0,1,1.0,4,1,14,14,1,680,5171
32,-86,127,1,0,15,1.0,1,0,14,14,1,554,5171
0,-57,143,1,0,15,0.0,4,0,14,14,1,501,5171
0,10,194,1,0,19,0.0,4,0,14,14,1,479,5171
36,0,15,1,0,1,1.0,4,1,14,14,1,424,5171
34,48,172,1,0,17,1.0,4,0,14,14,1,378,5171
39,97,30,2,0,10,0.0,0,0,14,14,1,322,5171
25,-24,36,2,0,4,1.0,4,2,14,14,1,211,5171
0,-188,164,2,0,24,,2,3,14,14,1,180,5171
20,2,55,3,0,5,0.0,4,2,14,14,1,649,5171
1,6,23,3,0,2,1.0,4,1,14,14,1,637,5171
0,154,80,3,0,17,0.0,0,0,14,14,1,474,5171
0,168,190,3,0,25,1.0,3,3,14,14,1,282,5171
4,21,7,3,0,2,1.0,4,1,14,14,1,158,5171
0,-166,186,3,0,24,0.0,2,3,14,14,1,81,5171
0,7,134,3,0,13,1.0,4,2,14,14,1,58,5171
2,7,26,3,0,2,0.0,4,1,14,14,1,28,5171
0,-179,19,4,0,18,,1,0,14,14,1,434,5171
0,-71,162,4,0,17,1.0,2,0,14,14,1,399,5171
18,-68,153,4,0,16,,2,0,14,14,1,365,5171
18,-18,156,4,0,15,1.0,4,0,14,14,1,144,5171
0,157,101,4,0,18,0.0,0,0,14,14,1,114,5171
18,114,41,4,0,12,,0,0,14,14,1,75,5171
0,-139,104,4,0,17,0.0,2,0,14,14,1,33,5171
0,29,9,1,0,3,0.0,4,1,27,14,1,348,5173
